x,y,z
19.625605,11.471707,15.762331
19.8927,11.069789,15.351961
20.161724,10.85781,15.679128
20.204159,11.314765,16.006506
19.98814,10.688391,15.804271
19.830393,11.104619,15.7388525
19.771933,11.038473,15.878411
20.02304,11.158611,15.705464
20.148943,11.220526,15.957213
20.205114,11.199571,15.825145
19.704655,11.128528,15.780832
19.835468,11.238805,15.523868
20.01106,11.008871,15.7760725
20.13699,11.001831,15.87925
20.111221,11.440127,15.810795
20.02775,11.426012,16.171965
19.982454,11.22217,15.549654
19.906948,11.08649,16.119835
20.256012,11.075758,15.638345
19.929794,11.087253,15.624534
19.948542,11.205685,15.643002
19.989918,10.856675,15.590128
19.88206,11.2085905,16.037178
20.00277,11.211364,15.6868
19.898706,10.84085,15.798075
20.216007,11.184184,15.537955
20.118645,11.188531,15.7676115
19.907473,10.916913,15.754991
20.160011,11.041222,15.726844
19.892458,11.062168,16.03806
19.823076,11.242168,15.612523
20.082405,10.993964,15.61471
19.828285,11.095546,15.632179
20.147203,11.209271,15.822299
20.026903,11.172726,15.628922
19.955723,11.29977,15.635893
20.112364,10.972419,15.63464
19.89809,10.853121,15.676038
20.071692,11.139595,15.665267
20.12844,10.97408,15.5400095
20.146624,10.904954,15.723194
19.964024,11.123401,15.861142
19.886862,11.074958,15.653487
19.859585,11.248052,15.675507
19.871485,11.134283,15.873644
20.043526,10.834343,15.727185
20.040482,11.34817,15.669842
20.033651,11.109177,15.686383
20.025917,11.201135,15.8589
19.999842,11.301137,15.139441
20.081814,11.1870165,15.964942
19.894173,11.418938,15.911414
20.157187,11.035761,15.631307
19.997524,11.1027,15.503998
20.199802,11.101355,15.742947
20.087872,11.198101,15.961164
20.206234,11.00605,15.871884
19.986334,11.537589,15.561803
19.91969,11.222319,15.653038
19.84925,10.717788,15.700431
20.074856,11.148703,15.861668
19.995634,11.403045,15.710485
20.035425,11.086336,15.662405
20.018187,11.114241,15.988999
20.111444,11.10593,15.775759
20.117624,11.272664,16.123693
19.92994,11.299887,16.022295
19.891449,11.373375,15.959458
20.176563,11.132257,16.051504
19.92268,11.341158,15.641602
19.740139,11.315126,15.502585
20.06309,11.202752,15.916234
20.15234,11.181797,15.610211
19.846903,11.280493,15.6756525
20.122606,11.45135,15.88939
20.030512,11.142433,15.926821
20.071486,11.486488,15.693786
20.015991,10.945178,15.750349
20.026417,11.228321,15.976288
19.7777,11.117446,15.809033
20.055319,10.775545,15.735976
20.007738,11.255731,15.9239
19.88457,11.112728,15.617623
20.029106,10.77805,15.673984
19.821287,11.130821,15.610214
20.429445,11.069889,15.809595
19.99098,11.152339,15.489195
20.269936,10.752969,15.715427
20.069511,11.081651,16.27009
19.956007,11.10235,15.46383
20.01184,10.992535,15.391846
19.982182,11.215212,15.572106
20.476337,10.906413,15.61966
19.869608,11.597738,15.833752
20.073093,11.265756,16.078148
20.187328,11.186447,15.754911
19.738424,11.113927,15.576482
20.082294,11.002176,15.563217
20.026447,11.206977,15.8384695
20.021877,11.258849,15.943841
20.018286,11.459555,15.872115
19.594398,11.32998,15.902918
19.889093,10.969315,15.645815
20.095465,11.215533,16.020235
19.929663,11.151279,15.887072
19.89187,11.2641,15.616918
19.574892,10.922101,15.957437
19.885048,11.199164,15.678866
19.856812,10.947201,15.71516
20.045782,10.639377,15.630181
20.10069,11.032874,15.952895
19.839264,11.255888,15.81755
19.840534,10.886515,15.853978
19.788656,11.177988,15.802012
19.996613,11.09554,15.807131
20.111925,11.584966,16.07144
20.245789,10.796282,15.621593
20.102448,10.737668,15.822322
19.941223,11.261614,15.830949
19.943031,11.3328495,15.746268
19.978664,10.997209,15.770484
19.605259,10.833752,15.803934
19.650713,10.934328,15.499398
19.87416,11.350343,15.419902
20.343033,11.279532,15.745989
20.29364,11.465164,15.839172
19.65876,11.530702,15.886874
19.567564,10.913516,15.953974
19.92556,10.861171,15.644533
20.124453,10.761494,15.704135
19.628428,11.213056,15.715228
20.34506,11.18882,15.658481
18.120811,11.763764,15.911606
18.862803,12.385944,15.865995
18.77115,11.953899,15.3099165
18.340038,12.3974285,15.304307
18.679466,12.299218,15.701909
18.718699,11.483726,15.671529
18.499815,12.296343,15.361651
18.01889,12.0045,15.357444
18.366367,12.173078,15.769299
18.38611,12.073216,15.948359
18.47168,12.260862,15.706654
18.30009,12.20642,15.2113
18.852835,11.934725,15.707365
18.749498,12.178909,15.940106
18.649849,12.001716,15.396462
18.638042,11.182809,14.401034
18.620293,10.945651,14.126002
18.471525,11.157268,14.276328
18.772789,10.8201475,14.42689
